name,TRI,mean_elev,median_elev,min_elev,max_elev,Nearest_Dist,nearest_occ,richness,presence,area,mean_csi,sd_csi,lineage,dispersal,n_habitat,archipelago
Mustique,32.17181437,38.1102439,31,-20,139,8867.754249,101079.7433,0,0,5624081.746,0.166610919,0.000282626,eleutherodactylus,low,38,carib
Navassa,19.78721746,55.57334826,63,6,85,135543.5641,244369.4802,0,0,4766907.515,0.221327752,0,eleutherodactylus,low,38,carib
Nevis,28.78473834,158.4899234,110,-4,964,28534.75475,0,2,1,94410672.73,0.1549997,0.006518175,eleutherodactylus,low,38,carib
New Providence,4.018272988,8.002517173,7,-20,39,10962.87601,69568.16856,1,1,215975030.7,0.138910756,0.002111449,eleutherodactylus,low,38,carib
Norman,48.11365372,39.43125,35,1,107,4706.867426,11974.85949,0,0,2556426.868,0.150767557,0.007007472,eleutherodactylus,low,38,carib
Norman?s Cay Island,9.099525922,7.492857143,7,-11,25,9831.377301,16136.02609,0,0,3574933.459,0.124846578,0,eleutherodactylus,low,38,carib
Norman?s Pond Cay,14.69052385,6.309677419,7,-50,22,4073.507743,102086.7737,0,0,2373329.551,0.140784636,0.011400006,eleutherodactylus,low,38,carib
North Andros,4.092530714,5.682448531,5,-101,124,15203.09667,131759.2436,0,0,3419382134,0.132199792,0.004577728,eleutherodactylus,low,38,carib
North Bimini,9.242264802,7.434763181,8,-127,54,5515.8735,213248.2936,0,0,11323709.09,0.150811315,0,eleutherodactylus,low,38,carib
North Caicos,3.246102294,5.829019588,4,-74,50,7549.240877,338725.6455,1,1,206722661.8,0.176299411,0.016366664,eleutherodactylus,low,38,carib
North Caicos.1,4.495144679,4.24497992,4,-2,13,4199.103247,343116.669,0,0,1325742.638,0.166778602,0.000690882,eleutherodactylus,low,38,carib
North Caicos.2,3.725494589,4.121611446,4,-92,10,4199.103247,339414.0142,0,0,13867895.11,0.172431993,0.003499736,eleutherodactylus,low,38,carib
Nun Jack Cay,4.854268039,4.2,4,-2,16,7450.762282,54382.96217,0,0,3060942.797,0.176037274,0.005130013,eleutherodactylus,low,38,carib
Nurse Cay,7.185292038,7.552238806,7,-1,20,4247.669343,222484.7242,0,0,2069370.418,0.160649806,0.006638529,eleutherodactylus,low,38,carib
Old Yankee Land,2.649535383,1.1275,1,-6,5,7823.854114,112242.4625,0,0,2010634.88,0.18710462,0.007533654,eleutherodactylus,low,38,carib
Paradise Island,6.392716108,9.055555556,9,2,20,10575.58939,58607.43019,0,0,3357839.136,0.156086866,0.021778976,eleutherodactylus,low,38,carib
Parrot Cay,3.87417183,3.900271985,4,-14,26,2643.788282,343188.9286,0,0,5726874.885,0.193306789,0.030439971,eleutherodactylus,low,38,carib
Peter,53.38198096,52.86248492,44,0,148,4706.867426,9532.487789,0,0,4373926.94,0.167606011,0.029001242,eleutherodactylus,low,38,carib
Petite Martinique,38.29021691,58.44946809,48.5,2,187,8625.803583,55528.95645,0,0,2068823.195,0.148526683,0,eleutherodactylus,low,38,carib
Pine Cay,2.985394566,4.292759706,4,-7,15,4229.559351,111936.581,0,0,14608961.93,0.141638279,0.009314018,eleutherodactylus,low,38,carib
Pine Tree Cay,3.489135662,4.001879699,4,-7,7,2722.678445,118844.7689,0,0,2730194.594,0.156448469,0.001653884,eleutherodactylus,low,38,carib
Pineros,17.19796775,14.13095238,10,0,68,21356.8385,91913.3696,0,0,1348583.355,0.158085093,0.00662029,eleutherodactylus,low,38,carib
Pipe Cay,7.488212182,7.372881356,7,-4,43,2638.199439,36806.24891,0,0,1526497.528,0.127026275,0.001534841,eleutherodactylus,low,38,carib
Plana Cays,5.286123131,4.606275903,5,-126,27,10649.57206,184329.6237,0,0,8724957.001,0.13729459,0,eleutherodactylus,low,38,carib
Plana Cays.1,6.963605556,5.862937063,6,-89,21,10649.57206,188586.0646,0,0,7421598.024,0.142918105,0.001849937,eleutherodactylus,low,38,carib
Pot Cay,4.900549396,4.11369509,4,-7,33,5481.558335,106618.14,0,0,1954136.149,0.136188373,0,eleutherodactylus,low,38,carib
Powell Cay,5.467499411,4.057761733,3,-8,14,7804.761789,65661.81243,0,0,1359355.443,0.174315721,0,eleutherodactylus,low,38,carib
Providenciales,5.412574588,9.415077948,8,-40,96,17704.58478,337389.7982,0,0,107945329.9,0.201123539,0.019449134,eleutherodactylus,low,38,carib
Puerto Rico,34.55830356,234.6970358,162,-148,1310,36959.98827,0,18,1,8739906340,0.172764385,0.015433175,eleutherodactylus,low,38,carib
Raccoon Cay,10.89685997,8.708333333,7,-110,45,7640.95024,229937.5509,0,0,4841179.521,0.169058792,0.004082101,eleutherodactylus,low,38,carib
Ragged Island,5.562521031,6.113973799,4,-78,33,4559.287737,241246.3318,0,0,11873811.1,0.168398619,0,eleutherodactylus,low,38,carib
Randalls Cay,3.797256517,2.659340659,2,-4,11,6710.404014,62801.97772,0,0,2743404.008,0.181440286,0.001706579,eleutherodactylus,low,38,carib
Reids Cay,3.269633287,4.289421158,4,-1,8,2614.265437,117015.2353,0,0,2545756.755,0.156448469,0.001653884,eleutherodactylus,low,38,carib
Ronde Island,46.6996284,50.92043011,45,4,148,23737.7611,23737.7611,0,0,2552667.23,0.168393321,0.031987235,eleutherodactylus,low,38,carib
Rose,24.10971777,10.7690583,11,-132,116,10575.58939,49541.58243,0,0,2259704.902,0.14100047,0.001554142,eleutherodactylus,low,38,carib
Royal Island,9.486492302,10.5212766,10,-1,21,7774.016666,0,1,1,1894089.79,0.135627583,0.011103957,eleutherodactylus,low,38,carib
Rudder Cut Cay,35.4729394,7.114006515,8,-145,128,3688.522804,85790.41413,0,0,1586857.049,0.134650146,0.005849922,eleutherodactylus,low,38,carib
Rum Cay Island,6.41577882,6.758791418,6,-123,118,31429.57685,54735.2757,0,0,80843400.01,0.151262239,0.006583507,eleutherodactylus,low,38,carib
Russel Island,6.501205096,9.6937046,9,-3,26,7774.016666,7774.016666,0,0,4136783.773,0.130339065,0.00872243,eleutherodactylus,low,38,carib
Saba Island,93.20002274,276.4450867,249,-7,844,31876.67828,67809.40907,1,1,12949918.02,0.152771488,0,eleutherodactylus,low,38,carib
Saint Lucia,43.64356382,166.9432189,137,-143,902,75934.5721,0,2,1,605907326.9,0.16904182,0.00577596,eleutherodactylus,low,38,carib
Saint Martin/Sint Maarten,35.59363223,63.50017866,32,-6,415,17039.94336,17039.94336,1,1,89510269.69,0.150344573,0.010615728,eleutherodactylus,low,38,carib
Salt Cay,4.523914001,5.930414386,6,-4,22,16740.23475,269170.1941,0,0,6646746.279,0.212630007,0.032436706,eleutherodactylus,low,38,carib
Samana Cay,5.13166129,7.585182917,7,-125,121,42669.39211,130358.6619,0,0,33699812.74,0.171017837,0.008159501,eleutherodactylus,low,38,carib
Sampson Cay,21.96998838,1.553977273,3,-46,31,5340.453846,42111.45074,0,0,1768059.677,0.128157109,0.005443202,eleutherodactylus,low,38,carib
San Salvador,5.55798105,8.572586688,8,-103,43,54735.2757,0,2,1,150327880.1,0.140514963,0.007848852,eleutherodactylus,low,38,carib
Scotland Cay,12.44717724,5.884758364,5,-38,30,6877.295056,36099.4145,0,0,1349085.997,0.145279221,0.007256349,eleutherodactylus,low,38,carib
Scrub Island,6.106297693,8.172307692,7,1,24,13994.22653,13994.22653,0,0,3469564.359,0.144739042,0.002807263,eleutherodactylus,low,38,carib
Ship Channel Cay,8.936073817,7.319218241,7,-14,21,11033.41929,38122.42215,0,0,1584734.426,0.132299505,0.009852152,eleutherodactylus,low,38,carib
Shroud Cay,3.043891645,4.76340694,5,1,11,1300.433677,5271.506399,1,1,1605567.369,0.124829955,0.006282209,eleutherodactylus,low,38,carib
Shroud Cay.1,3.904991029,6.119354839,6,-4,13,1300.433677,6329.63785,0,0,4745439.511,0.120387763,0,eleutherodactylus,low,38,carib
Sint Eustatius,46.13842961,114.7848882,84,-1,572,27755.23707,56032.76762,0,0,20839097.78,0.152127981,0,eleutherodactylus,low,38,carib
South Andros,3.075266814,5.556310538,5,-41,70,13395.79646,104458.5497,0,0,739054593.2,0.128073437,0.003090066,eleutherodactylus,low,38,carib
South Bimini Cay,5.397450534,9.762198888,10,-1,20,5515.8735,216652.8952,2,1,8182502.242,0.156763059,0.01448212,eleutherodactylus,low,38,carib
South Caicos,5.428768797,7.885920578,7,-6,45,18638.91475,291106.2273,0,0,21686493.29,0.174920529,0,eleutherodactylus,low,38,carib
Spanish Wells,3.996113817,4.023255814,4,-46,62,9058.267315,121853.8402,0,0,27264316.2,0.132042542,0,eleutherodactylus,low,38,carib
St Kitts,39.60837439,213.1948205,135,-69,1110,27755.23707,28534.75475,1,1,167612282.2,0.157587202,0.008765771,eleutherodactylus,low,38,carib
St Vincent,56.01954849,325.8426679,272,-33,1196,27258.87751,75934.5721,0,0,345635633.5,0.177086291,0.012070143,eleutherodactylus,low,38,carib
St. Croix,24.84318098,60.07064738,40,-29,344,67079.05902,78255.70261,2,1,217778731.7,0.159452449,0.012359877,eleutherodactylus,low,38,carib
St. John,57.68697408,104.9073052,80,-4,377,12057.7012,12057.7012,3,1,50158375.8,0.1556217,0.027235262,eleutherodactylus,low,38,carib
St. Thomas,46.60870227,101.3720487,76,-10,461,3666.241234,22414.79874,6,1,72640192.26,0.16469397,0.005358906,eleutherodactylus,low,38,carib
Staniel Cay,8.236573107,9.558404558,9,-9,22,5983.462353,48042.00605,0,0,1811370.833,0.132872954,0.010100113,eleutherodactylus,low,38,carib
Stocking Island,9.934513436,5.046979866,4,-52,45,8465.638847,140805.6028,0,0,2298711.303,0.135226414,0.004794557,eleutherodactylus,low,38,carib
Strangers Cay,5.694155153,3.128712871,2,-3,13,7823.854114,119833.3537,0,0,1501198.852,0.189337949,0.004809863,eleutherodactylus,low,38,carib
Sweetings Cay,2.267623413,1.073001159,1,-2,6,3126.924627,69327.45757,0,0,8628593.314,0.176786557,0.001899861,eleutherodactylus,low,38,carib
Terre-de-Bas,49.16155986,103.7232355,84,1,290,5429.80672,55744.58494,0,0,6798564.499,0.149875388,0,eleutherodactylus,low,38,carib
Terre de Bas,15.81388932,5.148148148,5,-28,37,18273.49659,85613.4304,0,0,1305257.64,0.138159327,0.00303471,eleutherodactylus,low,38,carib
Terre de Haut,53.65630741,53.10340776,35,0,282,5429.80672,54141.64826,0,0,4535059.628,0.144711692,0.004739759,eleutherodactylus,low,38,carib
The Bahamas,6.045149492,-0.81443299,0,-24,5,6807.359288,81314.00619,0,0,1931059.512,0.183725175,0.00103785,eleutherodactylus,low,38,carib
Tilloo Cay,8.423214603,7.963087248,8,-9,16,3042.869749,28112.34146,0,0,1444573.196,0.146444246,0.015465849,eleutherodactylus,low,38,carib
Tobago,37.72954043,174.0525077,151,-256,572,114198.4884,0,1,1,301464946.3,0.157081009,0.00234846,eleutherodactylus,low,38,carib
Top Cay,2.828566941,1.503289474,1,-7,12,7320.849178,36053.03528,0,0,1539284.097,0.158927426,0,eleutherodactylus,low,38,carib
Tortola,60.83379692,140.622464,117,-3,522,8354.958644,0,4,1,57687324.01,0.166638672,0.018242149,eleutherodactylus,low,38,carib
Tortue,23.07967314,142.2502553,142,-138,354,128958.668,204000.9949,1,1,180399000.9,0.218253149,0.011170526,eleutherodactylus,low,38,carib
Trinidad,19.04839943,83.91836493,47,-435,939,47655.56111,114198.4884,0,0,4848474903,0.166803133,0.005455208,eleutherodactylus,low,38,carib
Union,52.59161474,66.44045369,49,-3,272,6765.862696,60220.99616,0,0,8664785.875,0.151559263,0,eleutherodactylus,low,38,carib
Viegues,18.15749258,37.85177246,27,-7,282,21356.8385,81784.50881,3,1,134288142.6,0.150495657,0.013468597,eleutherodactylus,low,38,carib
Virgin Gorda,47.35499491,91.96611787,53,-6,409,14130.38021,0,1,1,22183746.12,0.157731526,0.019471412,eleutherodactylus,low,38,carib
Waderick Wells Cay,6.620084445,7.299003322,7,-7,15,5328.057398,17941.10471,0,0,1526268.416,0.123453525,0.002268206,eleutherodactylus,low,38,carib
Water,37.21404976,26.71243523,21,-14,83,3666.241234,25903.49254,0,0,2064444.24,0.143255413,0.002877555,eleutherodactylus,low,38,carib
Water Cay,3.112591576,2.676514032,2,-1,12,2637.602013,134071.6972,0,0,3375083.292,0.195845718,0.001036344,eleutherodactylus,low,38,carib
West Caicos,3.998641082,6.239125535,6,-7,17,24299.93187,331296.8125,0,0,23173375.36,0.201604692,0.026207152,eleutherodactylus,low,38,carib
West End Cay,2.419061663,0.805084746,1,-1,4,4354.793843,89564.24497,1,1,2919811.942,0.174978569,0.001130515,eleutherodactylus,low,38,carib
Whale Cay,12.40121886,8.263157895,7,-44,57,9006.354704,94904.34902,0,0,3568623.546,0.146579658,0.016349853,eleutherodactylus,low,38,carib
Williams Island,3.173982286,3.660140377,4,-5,17,6537.834106,171766.9364,0,0,13721475.37,0.136744902,0,eleutherodactylus,low,38,carib
Wood Cay,38.20403156,-6.861386139,1,-212,8,6170.480464,6170.480464,0,0,4043355,0.113392845,0.023828915,eleutherodactylus,low,38,carib
Yellow Cay,3.233457477,4.250360899,4,-10,40,4900.869581,127148.6367,0,0,24809164.76,0.142449237,0.010089524,eleutherodactylus,low,38,carib
Young Island,20.55792297,7.604,8,-74,71,2797.812107,93879.4781,0,0,1316785.683,0.150923193,0.002739777,eleutherodactylus,low,38,carib
A Quatre,60.81551309,43.984375,38,-6,127,6598.344451,6598.344451,0,0,1436306.586,0.174239021,0.005804098,anolis,moderate,37,carib
Acklins,3.995898072,5.060961299,4,-108,98,30146.76655,0,1,1,446074531.3,0.143868436,0.007176307,anolis,moderate,37,carib
Acklins.1,4.407565652,5.008270677,4,-2,16,2079.605698,31530.61075,0,0,6872918.692,0.141802549,0,anolis,moderate,37,carib
Allan Cay,4.610583348,3.025114155,3,-1,9,19117.74709,82043.34288,0,0,2164222.806,0.17668771,0.00016824,anolis,moderate,37,carib
Allen Cay,6.536510737,3.296577947,2,-13,16,2555.584551,31610.72642,0,0,1349883.35,0.137208752,0.007027829,anolis,moderate,37,carib
Andros,3.71429312,3.793021556,4,-63,38,8106.851544,0,4,1,28019048.88,0.141461009,0.01142891,anolis,moderate,37,carib
Andros.1,3.525376083,3.21350365,3,-26,13,4900.869581,9128.20758,0,0,8426909.065,0.142796006,0.00815578,anolis,moderate,37,carib
Andros.10,3.303268551,5.55799373,6,2,16,3630.056596,50122.26062,0,0,4841111.013,0.129572615,0,anolis,moderate,37,carib
Andros.11,3.341573216,3.469211823,3,0,8,1803.101147,68403.16301,0,0,4133929.866,0.135681316,0,anolis,moderate,37,carib
Andros.12,3.273075718,3.639850327,4,0,8,1803.101147,68267.5764,0,0,5455207.272,0.136939079,0,anolis,moderate,37,carib
Andros.13,3.03477175,3.739726027,4,0,8,1694.582991,71061.55776,0,0,3044652.547,0,0,anolis,moderate,37,carib
Andros.14,4.788030481,0.536803365,0,-5,14,3630.056596,52269.01089,0,0,9667834.246,0.127576441,0,anolis,moderate,37,carib
Andros.15,3.661920809,3.717147436,4,-1,18,3245.302771,69613.2818,0,0,6392733.211,0.134193346,0,anolis,moderate,37,carib
Andros.16,3.56827542,4.006514658,4,-1,13,5636.598623,16820.62121,0,0,1552530.351,0.138143271,0,anolis,moderate,37,carib
Andros.17,7.741214767,4.077868852,4,-36,28,1903.362671,49188.98487,0,0,1272111.591,0.160753801,0,anolis,moderate,37,carib
Andros.18,3.320794666,3.540617473,3,-32,28,6982.889501,59177.99251,0,0,93692000.95,0.129340301,0.000370984,anolis,moderate,37,carib
Andros.19,3.941306335,3.306936965,3,-64,49,3933.69914,51643.3498,0,0,32382056.07,0.135594316,0.00624156,anolis,moderate,37,carib
Andros.2,4.256107512,4.270676692,4,-4,17,2774.402707,8804.777215,0,0,1332509.119,0.132419132,0.008657922,anolis,moderate,37,carib
Andros.20,5.979406601,3.303964758,4,-46,18,3612.133365,48279.07235,0,0,3490521.646,0.153453924,0.010323586,anolis,moderate,37,carib
Andros.21,3.362508194,3.729241877,4,-1,9,6982.889501,53951.6887,0,0,1407517.149,0.128347129,0.00060402,anolis,moderate,37,carib
Andros.22,3.998033367,2.660377358,3,-10,8,2878.598603,46931.53321,0,0,1091292.431,0.139069594,0.001988773,anolis,moderate,37,carib
Andros.23,9.258046253,2.412556054,3,-32,24,3612.133365,44858.79105,0,0,1153977.316,0.140843824,0.003251313,anolis,moderate,37,carib
Andros.24,3.157206357,2.885201093,3,-13,43,2878.598603,44407.04446,0,0,13112234.61,0.138544798,0,anolis,moderate,37,carib
Andros.25,7.300949628,2.252152522,3,-46,56,2684.180863,36082.43755,0,0,4172238.006,0.137931231,0.009714624,anolis,moderate,37,carib
Andros.26,3.10188438,3.230088496,3,0,11,2684.180863,35241.50921,0,0,1175931.135,0.135964192,0.008736357,anolis,moderate,37,carib
Andros.27,4.727241508,3.135667396,3,-20,35,6433.656907,29646.07435,0,0,2320039.381,0.141254716,0.004056666,anolis,moderate,37,carib
Andros.28,5.27922227,4.735294118,5,-7,34,5884.409046,24375.34609,0,0,2595186.15,0.12564671,0.000234063,anolis,moderate,37,carib
Andros.29,3.896317422,4.2,4,1,12,3700.784736,18307.35775,0,0,1898971.087,0.126694456,0.000411585,anolis,moderate,37,carib
Andros.3,2.802378796,4.232091691,4,0,8,2614.265437,10176.94182,0,0,1798851.649,0.155278996,0,anolis,moderate,37,carib
Andros.30,3.276137863,4.104395604,4,-16,11,2333.680069,21011.56626,0,0,7458406.528,0.125137152,0.001186099,anolis,moderate,37,carib
Andros.31,3.084167533,4.302884615,4,-2,11,2333.680069,19420.02494,0,0,6427365.962,0.125107273,0,anolis,moderate,37,carib
Andros.32,3.562755928,4.618229855,4,-1,26,2737.118575,22164.83846,0,0,3877662.277,0.124537293,0.00067631,anolis,moderate,37,carib
Andros.33,5.825250133,3.377570093,3,-23,56,1648.510383,63414.72118,0,0,2758147.538,0.144306228,0,anolis,moderate,37,carib
Andros.34,3.27517833,3.570281124,4,0,9,1648.510383,63327.27237,0,0,1299758.303,0.157920964,0.019254145,anolis,moderate,37,carib
Andros.35,3.33057971,4.334883721,4,1,8,7321.986486,63556.1973,0,0,1077784.474,0.145702161,0.021101526,anolis,moderate,37,carib
Andros.36,3.621661214,4.110689655,4,-58,65,5585.473848,57711.07818,0,0,44720901.5,0.131619439,0.001185549,anolis,moderate,37,carib
Andros.37,9.704189477,3.230538922,4,-53,33,3010.875921,53767.96325,0,0,1707478.909,0.161301874,0.015937188,anolis,moderate,37,carib
Andros.38,4.333971607,3.385714286,3,-37,9,2148.311643,54269.04268,0,0,2522162.349,0.16250737,0.018658683,anolis,moderate,37,carib
Andros.39,5.059305537,4.132550336,4,-14,22,2148.311643,53302.72677,0,0,3090279.976,0.140977398,0,anolis,moderate,37,carib
Andros.4,4.40322885,4.245614035,4,-14,28,1688.469352,16937.84598,0,0,2048655.476,0.124725964,0.001611879,anolis,moderate,37,carib
Andros.41,3.82334225,3.253061224,3,-3,9,3933.69914,54497.89018,0,0,1241394.928,0.129815211,0.000270556,anolis,moderate,37,carib
Andros.42,3.855507774,3.298657718,4,-14,6,1903.362671,51052.49525,0,0,1517208.389,0.166662484,0.00835614,anolis,moderate,37,carib
Andros.5,2.590759833,3.901734104,4,1,8,4682.267045,18194.31961,0,0,2651046.432,0.138956286,0.004945121,anolis,moderate,37,carib
Andros.6,2.809132957,3.784922395,4,1,8,4682.267045,22430.82165,0,0,2331049.821,0.126496769,0.001580602,anolis,moderate,37,carib
Andros.7,14.8747891,4.90990991,5,-64,85,14739.60737,53788.47408,0,0,5115160.035,0.135708764,0,anolis,moderate,37,carib
Andros.9,2.667084234,3.250773994,3,0,6,1694.582991,72302.01313,0,0,1600652.889,0.139189094,0.004960747,anolis,moderate,37,carib
Anegada,3.121981684,2.917880795,3,-28,11,28737.45688,45575.76875,0,0,40111776.74,0.150579358,0.006543919,anolis,moderate,37,carib
Anguilla,8.427062048,21.32821413,19,-11,85,13231.70016,0,3,1,72789842.34,0.141536027,0.002259744,anolis,moderate,37,carib
Anguilla Cay,6.100783758,8.452887538,8,2,14,8630.380073,165665.0857,0,0,1673260.651,0.146521375,0.001021011,anolis,moderate,37,carib
Antigua,20.62964241,48.4364339,30,-397,383,9803.709356,0,3,1,274569789.4,0.144811836,0.007687098,anolis,moderate,37,carib
August Cay,2.670562861,2.03125,2,-2,8,3771.497115,49897.13097,0,0,9137730.106,0.167640209,0,anolis,moderate,37,carib
Baliceaux,44.65344622,45.09958506,39,3,112,8867.754249,11936.75403,0,0,1309288.555,0.165782809,0.000351252,anolis,moderate,37,carib
Bamboo Cay,5.751296325,6.465976331,5,-12,77,10105.24261,91665.49589,0,0,27304212.04,0.163965091,0,anolis,moderate,37,carib
Barbados,11.5510786,106.9035954,82,-22,336,172740.3452,0,1,1,434104883,0.165474817,0.00209431,anolis,moderate,37,carib
Barbuda,3.519902044,13.21282513,9,-130,71,10982.27928,0,2,1,136370548,0.136884051,0.010097821,anolis,moderate,37,carib
Barbuda.1,3.652754298,4.610421836,5,-1,10,10982.27928,10982.27928,0,0,6454231.733,0.14692894,0.016680964,anolis,moderate,37,carib
Basin Harbour Cay,5.006589952,3.606508876,3,-1,11,6710.404014,91422.94971,0,0,1669429.199,0.176299833,0.002482924,anolis,moderate,37,carib
Beef,33.27871787,35.4386423,12,-17,205,3850.65221,10202.62375,0,0,4070844.874,0.152165741,0,anolis,moderate,37,carib
Bell Island,8.361234407,9.551020408,9,-16,20,2325.566548,89195.87529,0,0,1509627.188,0.130038098,0,anolis,moderate,37,carib
Bequia,54.33090563,85.80123372,78,-15,256,6598.344451,0,2,1,15959124.98,0.175590098,0,anolis,moderate,37,carib
Big Ambergris Cay,6.284269864,5.454035874,5,-5,22,6097.773817,73061.22844,1,1,4697809.864,0.201285591,0.019402563,anolis,moderate,37,carib
Big Coppice Mangrove,9.050320471,-0.070217918,1,-26,3,6800.336216,106172.3204,0,0,2096387.023,0.159568364,0.03636668,anolis,moderate,37,carib
Big Cross Cay,14.74075084,-2.428571429,0,-55,24,2490.000024,58377.88487,0,0,1578653.343,0.173641972,0.001583236,anolis,moderate,37,carib
Big Cross Cay.1,2.228567453,-0.371698113,0,-4,3,1605.021144,50160.74425,0,0,2657169.726,0.174755111,0.000503339,anolis,moderate,37,carib
Big Farmer?s Cay,8.232782393,9.319196429,9,-18,26,4706.964812,57441.7647,0,0,2307551.175,0.135631685,0.004497327,anolis,moderate,37,carib
Big Joe Downer Cay,5.172517358,0.797188755,1,-19,5,3534.087114,96537.42329,0,0,2499357.563,0.169320181,0.006946412,anolis,moderate,37,carib
Big Lake Cay,27.95649877,-3.601851852,1,-80,14,7205.397949,104184.1074,0,0,1599302.961,0.186865836,0,anolis,moderate,37,carib
Big Major?s Spot,10.20322091,10.96396396,11,-2,22,2110.866732,87920.13321,0,0,1137168.155,0.132161498,0.011106264,anolis,moderate,37,carib
Big Mangrove Cay,2.303398307,-0.292237443,0,-2,2,2547.257201,52576.69293,0,0,1112552.996,0.177715987,0.005191763,anolis,moderate,37,carib
Big Wood Cay,3.58192434,5.226118584,5,-52,60,3439.885809,17844.18129,0,0,74427890.44,0.125017589,0.001532701,anolis,moderate,37,carib
Bird Cay,24.34503758,5.431192661,6,-64,33,3982.185033,58452.13367,0,0,1091942.89,0.163320147,0.008648101,anolis,moderate,37,carib
Bock Cay,7.36953416,8.795665635,8,-3,24,2797.812107,37390.48636,0,0,1626588.66,0.14276503,0.014277161,anolis,moderate,37,carib
Bonavista Cay,4.499412752,4.198019802,4,-1,14,4247.669343,127895.607,0,0,1584437.884,0.16759416,0.004838881,anolis,moderate,37,carib
Bonds Cay,7.216901397,10.22671353,10,1,22,9426.468081,60848.87706,0,0,2863206.699,0.131772228,0.003271322,anolis,moderate,37,carib
Bowe Cay,3.66498668,4.018604651,4,0,8,4544.58424,15964.64621,0,0,1114771.747,0.135941178,0.004836372,anolis,moderate,37,carib
Brigantine Cay,7.255952156,6.523404255,6,-1,19,2555.584551,29083.19297,0,0,1229359.371,0.136978291,0.007353751,anolis,moderate,37,carib
Caja de Muertos,14.33056718,13.50347222,9,-2,62,36959.98827,36959.98827,0,0,1552431.009,0.136704877,0,anolis,moderate,37,carib
Canouan,43.40847988,54.76074499,44,0,234,11167.05529,0,1,1,7652446.683,0.157245323,0,anolis,moderate,37,carib
Carriacou Island,33.91220888,66.61167513,48,1,285,8625.803583,29859.58603,0,0,32353627.48,0.152968921,0.003590585,anolis,moderate,37,carib
Castle,16.31599217,5.25,6,-230,59,49340.56112,49340.56112,0,0,2035792.131,0.135752067,0.063707743,anolis,moderate,37,carib
Cat,6.34740276,11.19747199,9,-245,110,50991.931,0,3,1,358909356.8,0.132290761,0.008756092,anolis,moderate,37,carib
Cave Cay,7.660064861,9.134883721,9,2,19,4476.87955,52766.02015,0,0,1093158.511,0.134077348,0.004746673,anolis,moderate,37,carib
Cay Sal,4.447946777,5.380566802,5,2,11,58233.23957,239948.3633,0,0,1256102.559,0.139804423,0,anolis,moderate,37,carib
Cayeria Las Cayamas,3.041858894,4.848976711,5,-3,10,2967.444389,106232.1571,0,0,7389768.892,0.132527098,0,anolis,moderate,37,carib
Cayeria Las Cayamas.1,3.220491955,5,5,0,10,2200.829731,109030.8751,0,0,1668465.655,0.133697197,0,anolis,moderate,37,carib
Cayeria Las Cayamas.2,3.872091837,5.514705882,5,-2,16,2200.829731,111033.255,0,0,3865233.498,0.13440866,0.001006161,anolis,moderate,37,carib
Cayman Brac Island,7.333147598,23.64184921,23,-49,53,25798.13971,0,1,1,39200085.32,0.157625258,0,anolis,moderate,37,carib
Cayo AlacrÃƒÂ¡n Chico,9.67896084,6.426633785,6,-39,102,6638.136663,42985.66232,0,0,4215199.48,0.127363533,0,anolis,moderate,37,carib
Cayo AlgodÃƒÂ³n Grande,4.129786805,0.026281209,0,-34,5,36069.75915,60917.21714,0,0,3964088.719,0.148161843,0,anolis,moderate,37,carib
Cayo Anclitas,5.900732914,1.78630137,2,-38,24,6311.159141,88435.4034,0,0,1904968.503,0.147817418,0,anolis,moderate,37,carib
Cayo AntÃƒÂ³n Chico,3.909445855,3.053763441,3,-1,7,5571.60488,41881.73887,0,0,1420390.387,0.131281003,0.000941961,anolis,moderate,37,carib
Cayo AntÃƒÂ³n Grande,2.612807936,2.46866485,2,0,7,5571.60488,37326.87598,0,0,1908113.813,0.135133009,0.004723751,anolis,moderate,37,carib
Cayo ÃƒÂvalos,6.066135552,6.19269103,6,0,15,5742.973778,70499.28653,0,0,1568075.821,0.136322774,0.001517172,anolis,moderate,37,carib
Cayo BahÃƒÂ­a de CÃƒÂ¡diz,3.986558923,5.704688909,6,-1,13,6113.416095,223881.6943,0,0,11486129.93,0.128534496,0,anolis,moderate,37,carib
Cayo Balandras,2.209070743,1.41,1,-1,4,3612.472606,24099.28404,0,0,1596579.235,0.146199949,0.000479621,anolis,moderate,37,carib
Cayo Blanco,4.042887824,5.541371158,5,-1,17,4016.256063,256932.1378,0,0,4343794.073,0.138353661,0.00110196,anolis,moderate,37,carib
Cayo Blanquizal,3.602768865,4.972727273,4,0,15,8752.294605,215159.6262,0,0,6810859.328,0.128818572,0,anolis,moderate,37,carib
Cayo Boca Ciega,2.78410385,2.548076923,2,0,7,4605.687783,69579.8993,0,0,1094832.998,0.140253007,0.016054807,anolis,moderate,37,carib
Cayo Botella,2.746971541,3.330037354,3,-1,11,6756.88383,23230.53878,0,0,23572077.79,0.124150507,0,anolis,moderate,37,carib
Cayo Cabezos,5.468820308,4.557409225,5,-78,45,5230.987125,235186.3616,0,0,5261478.393,0.131640092,0.002712899,anolis,moderate,37,carib
Cayo Campos,11.28508155,5.867088608,7,-338,31,5423.16245,56549.63097,0,0,9049447.143,0.14057337,0.007702257,anolis,moderate,37,carib
